New Step KF TimeStamp: 
CurrentKeyFrame TimeStamp: 1542888746.620974779
CurrentKeyFrame TimeStamp: 1542888746.871265411
CurrentKeyFrame TimeStamp: 1542888748.820965767
CurrentKeyFrame TimeStamp: 1542888747.121345282
CurrentKeyFrame TimeStamp: 1542888748.220999718
CurrentKeyFrame TimeStamp: 1542888747.670819283
CurrentKeyFrame TimeStamp: 1542888747.371429920
CurrentKeyFrame TimeStamp: 1542888747.921039104
CurrentKeyFrame TimeStamp: 1542888748.520728111
New Step KF TimeStamp: 
CurrentKeyFrame TimeStamp: 1542888752.070218325
CurrentKeyFrame TimeStamp: 1542888752.931807756
CurrentKeyFrame TimeStamp: 1542888752.320447922
CurrentKeyFrame TimeStamp: 1542888751.820095778
CurrentKeyFrame TimeStamp: 1542888751.520509243
CurrentKeyFrame TimeStamp: 1542888753.519768953
CurrentKeyFrame TimeStamp: 1542888753.219873667
CurrentKeyFrame TimeStamp: 1542888753.770630598
CurrentKeyFrame TimeStamp: 1542888752.620007992
New Step KF TimeStamp: 
CurrentKeyFrame TimeStamp: 1542888754.919877052
CurrentKeyFrame TimeStamp: 1542888754.619812489
CurrentKeyFrame TimeStamp: 1542888755.769476414
CurrentKeyFrame TimeStamp: 1542888756.019745350
CurrentKeyFrame TimeStamp: 1542888756.319405079
CurrentKeyFrame TimeStamp: 1542888756.819575071
CurrentKeyFrame TimeStamp: 1542888756.569501162
CurrentKeyFrame TimeStamp: 1542888755.469933510
CurrentKeyFrame TimeStamp: 1542888755.219682455
New Step KF TimeStamp: 
CurrentKeyFrame TimeStamp: 1542888754.919877052
CurrentKeyFrame TimeStamp: 1542888754.619812489
CurrentKeyFrame TimeStamp: 1542888757.119209051
CurrentKeyFrame TimeStamp: 1542888755.769476414
CurrentKeyFrame TimeStamp: 1542888756.019745350
CurrentKeyFrame TimeStamp: 1542888756.319405079
CurrentKeyFrame TimeStamp: 1542888756.819575071
CurrentKeyFrame TimeStamp: 1542888756.569501162
CurrentKeyFrame TimeStamp: 1542888755.469933510
CurrentKeyFrame TimeStamp: 1542888755.219682455
New Step KF TimeStamp: 
CurrentKeyFrame TimeStamp: 1542888761.118909121
CurrentKeyFrame TimeStamp: 1542888762.518795252
CurrentKeyFrame TimeStamp: 1542888762.218660116
CurrentKeyFrame TimeStamp: 1542888761.418672562
CurrentKeyFrame TimeStamp: 1542888760.819005013
CurrentKeyFrame TimeStamp: 1542888761.668827057
CurrentKeyFrame TimeStamp: 1542888762.818680286
CurrentKeyFrame TimeStamp: 1542888761.968404770
