1542888746.078398943,388.391266
1542888746.091953993,388.270294
1542888746.105197906,388.270294
1542888746.118355036,388.300537
1542888746.131619930,388.270294
1542888746.144516945,388.391266
1542888746.157541037,388.270294
1542888746.170483112,388.300537
1542888746.183535099,388.300537
1542888746.196573019,388.361023
1542888746.209563017,388.300537
1542888746.222523928,388.361023
1542888746.235583067,388.300537
1542888746.248997927,388.330780
1542888746.262103081,388.270294
1542888746.275473118,388.300537
1542888746.288695097,388.361023
1542888746.302078962,388.300537
1542888746.315295935,388.300537
1542888746.328660965,388.330780
1542888746.342052937,388.361023
1542888746.355134010,388.330780
1542888746.368359089,388.209808
1542888746.381365061,388.240051
1542888746.394330025,388.330780
1542888746.407202959,388.209808
1542888746.420089960,388.330780
1542888746.433625937,388.270294
1542888746.446772099,388.300537
1542888746.459806919,388.300537
1542888746.473046064,388.270294
1542888746.486409903,388.240051
1542888746.499418974,388.391266
1542888746.512504101,388.300537
1542888746.525615931,388.300537
1542888746.538925886,388.361023
1542888746.552046061,388.240051
1542888746.565327883,388.300537
1542888746.578291893,388.330780
1542888746.591340065,388.300537
1542888746.604496956,388.240051
1542888746.617487907,388.270294
CurrentKeyFrame TimeStamp: 1542888746.620974779
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
1542888749.428667068,388.149323
1542888749.441832066,388.240051
1542888749.455310106,388.209808
1542888749.468915939,388.240051
1542888749.482997894,388.240051
1542888749.496007919,388.179565
1542888749.508969069,388.270294
1542888749.522111893,388.209808
1542888749.535554886,388.179565
1542888749.548835039,388.270294
1542888749.562047005,388.270294
1542888749.575267076,388.240051
1542888749.588268042,388.300537
1542888749.601146936,388.240051
1542888749.614375114,388.240051
1542888749.627732992,388.209808
1542888749.640892982,388.209808
1542888749.654040098,388.270294
1542888749.667222977,388.149323
1542888749.680407047,388.240051
1542888749.693483114,388.300537
1542888749.706624031,388.270294
1542888749.719639063,388.240051
1542888749.733381033,388.209808
1542888749.746711016,388.240051
1542888749.759972095,388.270294
1542888749.773037910,388.361023
1542888749.786223888,388.240051
1542888749.799366951,388.240051
1542888749.812498093,388.179565
1542888749.825489044,388.240051
1542888749.838466883,388.149323
1542888749.851898909,388.209808
1542888749.865164042,388.240051
1542888749.878283024,388.179565
1542888749.891480923,388.240051
1542888749.904506922,388.149323
1542888749.917607069,388.240051
1542888749.930916071,388.300537
1542888749.944190979,388.270294
1542888749.957295895,388.149323
CurrentKeyFrame TimeStamp: 1542888749.970456362
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
1542888753.135473967,388.119080
1542888753.151468039,388.119080
1542888753.164922953,388.209808
1542888753.177916050,388.179565
1542888753.191365004,388.209808
1542888753.205111027,388.149323
1542888753.218091011,388.149323
1542888753.232755899,388.179565
1542888753.245778084,388.149323
1542888753.258651018,388.149323
1542888753.273061037,388.240051
1542888753.286040068,388.240051
1542888753.299273968,388.330780
1542888753.312115908,388.209808
1542888753.325043917,388.149323
1542888753.337881088,388.149323
1542888753.350827932,388.240051
1542888753.363970995,388.209808
1542888753.377038956,388.209808
1542888753.389972925,388.179565
1542888753.403100014,388.149323
1542888753.415942907,388.240051
1542888753.429060936,388.149323
1542888753.442116976,388.179565
1542888753.455344915,388.149323
1542888753.468380928,388.149323
1542888753.482013941,388.179565
1542888753.495279074,388.209808
1542888753.508857965,388.209808
1542888753.522239923,388.149323
1542888753.535284996,388.119080
1542888753.548463106,388.179565
1542888753.561569929,388.209808
1542888753.574498892,388.209808
1542888753.587408066,388.209808
1542888753.600505114,388.240051
1542888753.613960981,388.179565
1542888753.627202034,388.179565
1542888753.640176058,388.149323
1542888753.653358936,388.149323
1542888753.666964054,388.149323
1542888753.680083990,388.119080
1542888753.693392038,388.179565
1542888753.706588984,388.179565
1542888753.719798088,388.149323
1542888753.733438015,388.209808
1542888753.746618032,388.179565
1542888753.759805918,388.088837
CurrentKeyFrame TimeStamp: 1542888753.770630598
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
Not mvDepthKF measurement
1542888756.521147966,388.149323
1542888756.535749912,388.088837
1542888756.548954010,388.119080
1542888756.562130928,388.058594
1542888756.575666904,388.058594
1542888756.588666916,388.088837
1542888756.601742029,388.149323
1542888756.615334988,388.088837
1542888756.628717899,388.149323
1542888756.641925097,388.119080
1542888756.655122995,388.149323
1542888756.668231010,388.119080
1542888756.681869984,388.179565
1542888756.695056915,388.149323
1542888756.707930088,388.149323
1542888756.721112967,388.088837
1542888756.734549999,388.119080
1542888756.747569084,388.149323
1542888756.760524035,388.149323
1542888756.773658037,388.149323
1542888756.786838055,388.119080
1542888756.800056934,388.058594
1542888756.813060999,388.058594
1542888756.826219082,388.179565
1542888756.839899063,388.149323
1542888756.852969885,388.119080
1542888756.866215944,388.149323
1542888756.879443884,388.149323
1542888756.892405987,388.179565
1542888756.905294895,388.149323
1542888756.918380976,388.088837
1542888756.932606936,388.119080
1542888756.946088076,388.058594
1542888756.959055901,388.149323
1542888756.972115040,388.179565
1542888756.985146999,388.149323
1542888756.998234034,388.149323
1542888757.011405945,388.209808
1542888757.024326086,388.119080
1542888757.037517071,388.088837
1542888757.050808907,388.088837
1542888757.063975096,388.088837
1542888757.077145100,388.028351
1542888757.090332031,388.058594
1542888757.103492975,388.149323
