CurrentFrame TimeStamp: 1542888746.871265411
CurrentFrame TimeStamp: 1542888747.871088028
CurrentFrame TimeStamp: 1542888748.170864820
CurrentFrame TimeStamp: 1542888748.470690966
CurrentFrame TimeStamp: 1542888748.722113371
CurrentFrame TimeStamp: 1542888749.020484686
CurrentFrame TimeStamp: 1542888749.320593596
CurrentFrame TimeStamp: 1542888749.620835066
CurrentFrame TimeStamp: 1542888749.920685768
CurrentFrame TimeStamp: 1542888750.320248842
CurrentFrame TimeStamp: 1542888750.470481396
CurrentFrame TimeStamp: 1542888750.670545340
CurrentFrame TimeStamp: 1542888750.870311737
CurrentFrame TimeStamp: 1542888751.070439816
CurrentFrame TimeStamp: 1542888751.320442915
CurrentFrame TimeStamp: 1542888751.570478916
CurrentFrame TimeStamp: 1542888751.820095778
CurrentFrame TimeStamp: 1542888752.070218325
CurrentFrame TimeStamp: 1542888752.370206594
CurrentFrame TimeStamp: 1542888752.720345736
CurrentFrame TimeStamp: 1542888753.024134874
CurrentFrame TimeStamp: 1542888753.319931269
CurrentFrame TimeStamp: 1542888753.669761419
CurrentFrame TimeStamp: 1542888753.970846653
CurrentFrame TimeStamp: 1542888754.270589352
CurrentFrame TimeStamp: 1542888754.569751024
CurrentFrame TimeStamp: 1542888754.869637489
CurrentFrame TimeStamp: 1542888755.169735670
CurrentFrame TimeStamp: 1542888755.469933510
CurrentFrame TimeStamp: 1542888756.669558764
CurrentFrame TimeStamp: 1542888756.969413757
CurrentFrame TimeStamp: 1542888757.269452095
CurrentFrame TimeStamp: 1542888757.569257259
CurrentFrame TimeStamp: 1542888757.820514202
CurrentFrame TimeStamp: 1542888758.119194269
CurrentFrame TimeStamp: 1542888758.369852543
CurrentFrame TimeStamp: 1542888758.669008493
CurrentFrame TimeStamp: 1542888759.118942261
CurrentFrame TimeStamp: 1542888760.518943548
CurrentFrame TimeStamp: 1542888760.819005013
CurrentFrame TimeStamp: 1542888761.118909121
CurrentFrame TimeStamp: 1542888761.418672562
CurrentFrame TimeStamp: 1542888761.668827057
CurrentFrame TimeStamp: 1542888761.968404770
CurrentFrame TimeStamp: 1542888762.218660116
CurrentFrame TimeStamp: 1542888762.518795252
CurrentFrame TimeStamp: 1542888763.018424749
CurrentFrame TimeStamp: 1542888764.167972326
CurrentFrame TimeStamp: 1542888764.419154644
CurrentFrame TimeStamp: 1542888764.718021631
CurrentFrame TimeStamp: 1542888764.968232393
CurrentFrame TimeStamp: 1542888765.268105030
CurrentFrame TimeStamp: 1542888765.518110037
CurrentFrame TimeStamp: 1542888765.817922831
CurrentFrame TimeStamp: 1542888766.067952156
CurrentFrame TimeStamp: 1542888766.517689466
CurrentFrame TimeStamp: 1542888768.867559671
CurrentFrame TimeStamp: 1542888769.167473078
CurrentFrame TimeStamp: 1542888769.468308210
CurrentFrame TimeStamp: 1542888769.718519449
CurrentFrame TimeStamp: 1542888770.017198086
CurrentFrame TimeStamp: 1542888770.317105770
CurrentFrame TimeStamp: 1542888770.617262602
CurrentFrame TimeStamp: 1542888770.917104006
CurrentFrame TimeStamp: 1542888771.316912174
CurrentFrame TimeStamp: 1542888771.517030478
CurrentFrame TimeStamp: 1542888771.717337132
CurrentFrame TimeStamp: 1542888773.066671848
CurrentFrame TimeStamp: 1542888773.367207527
CurrentFrame TimeStamp: 1542888773.666655064
CurrentFrame TimeStamp: 1542888773.966990709
CurrentFrame TimeStamp: 1542888774.266415119
CurrentFrame TimeStamp: 1542888774.566333294
CurrentFrame TimeStamp: 1542888774.866584301
CurrentFrame TimeStamp: 1542888775.166626692
CurrentFrame TimeStamp: 1542888775.566468000
CurrentFrame TimeStamp: 1542888775.716431379
CurrentFrame TimeStamp: 1542888775.916233301
CurrentFrame TimeStamp: 1542888777.366237164
CurrentFrame TimeStamp: 1542888777.616271257
CurrentFrame TimeStamp: 1542888777.915987968
CurrentFrame TimeStamp: 1542888778.216209412
CurrentFrame TimeStamp: 1542888778.466241121
CurrentFrame TimeStamp: 1542888778.766079664
CurrentFrame TimeStamp: 1542888779.066241503
CurrentFrame TimeStamp: 1542888779.365564108
CurrentFrame TimeStamp: 1542888779.815623999
CurrentFrame TimeStamp: 1542888781.915062189
CurrentFrame TimeStamp: 1542888782.165492296
CurrentFrame TimeStamp: 1542888784.314858198
CurrentFrame TimeStamp: 1542888784.614784956
CurrentFrame TimeStamp: 1542888784.864856482
CurrentFrame TimeStamp: 1542888785.165146351
CurrentFrame TimeStamp: 1542888785.464466572
CurrentFrame TimeStamp: 1542888785.714733601
CurrentFrame TimeStamp: 1542888786.014987230
CurrentFrame TimeStamp: 1542888786.314674139
CurrentFrame TimeStamp: 1542888786.664267063
CurrentFrame TimeStamp: 1542888788.314287901
CurrentFrame TimeStamp: 1542888788.564413548
CurrentFrame TimeStamp: 1542888788.864046812
CurrentFrame TimeStamp: 1542888789.164355040
CurrentFrame TimeStamp: 1542888789.463792324
CurrentFrame TimeStamp: 1542888789.714098454
CurrentFrame TimeStamp: 1542888790.013869762
CurrentFrame TimeStamp: 1542888790.264015675
CurrentFrame TimeStamp: 1542888790.563655376
CurrentFrame TimeStamp: 1542888790.963737726
CurrentFrame TimeStamp: 1542888791.163774014
CurrentFrame TimeStamp: 1542888793.463457584
CurrentFrame TimeStamp: 1542888793.713622570
CurrentFrame TimeStamp: 1542888794.013122559
CurrentFrame TimeStamp: 1542888794.313371420
CurrentFrame TimeStamp: 1542888794.613149643
CurrentFrame TimeStamp: 1542888794.913141012
CurrentFrame TimeStamp: 1542888795.163336039
CurrentFrame TimeStamp: 1542888795.462963343
CurrentFrame TimeStamp: 1542888795.963044167
CurrentFrame TimeStamp: 1542888797.162631750
CurrentFrame TimeStamp: 1542888797.412755728
CurrentFrame TimeStamp: 1542888797.712522030
CurrentFrame TimeStamp: 1542888797.963058472
CurrentFrame TimeStamp: 1542888798.262700558
CurrentFrame TimeStamp: 1542888798.562379122
CurrentFrame TimeStamp: 1542888799.662270308
CurrentFrame TimeStamp: 1542888799.912589788
CurrentFrame TimeStamp: 1542888800.212203503
CurrentFrame TimeStamp: 1542888800.462347269
CurrentFrame TimeStamp: 1542888800.762191296
CurrentFrame TimeStamp: 1542888801.062032223
CurrentFrame TimeStamp: 1542888801.312263966
CurrentFrame TimeStamp: 1542888801.562452793
CurrentFrame TimeStamp: 1542888801.961809397
CurrentFrame TimeStamp: 1542888802.161787748
CurrentFrame TimeStamp: 1542888802.311702490
CurrentFrame TimeStamp: 1542888802.511737108
CurrentFrame TimeStamp: 1542888802.711999416
CurrentFrame TimeStamp: 1542888802.962110043
