1542888746.013494968,388.270294
1542888746.026506901,388.270294
1542888746.039359093,388.300537
1542888746.052232981,388.240051
1542888746.065332890,388.240051
1542888746.078398943,388.391266
1542888746.091953993,388.270294
1542888746.105197906,388.270294
1542888746.118355036,388.300537
1542888746.131619930,388.270294
1542888746.144516945,388.391266
1542888746.157541037,388.270294
1542888746.170483112,388.300537
1542888746.183535099,388.300537
1542888746.196573019,388.361023
1542888746.209563017,388.300537
1542888746.222523928,388.361023
1542888746.235583067,388.300537
1542888746.248997927,388.330780
1542888746.262103081,388.270294
1542888746.275473118,388.300537
1542888746.288695097,388.361023
1542888746.302078962,388.300537
1542888746.315295935,388.300537
1542888746.328660965,388.330780
1542888746.342052937,388.361023
1542888746.355134010,388.330780
1542888746.368359089,388.209808
1542888746.381365061,388.240051
1542888746.394330025,388.330780
1542888746.407202959,388.209808
1542888746.420089960,388.330780
1542888746.433625937,388.270294
1542888746.446772099,388.300537
1542888746.459806919,388.300537
1542888746.473046064,388.270294
1542888746.486409903,388.240051
1542888746.499418974,388.391266
1542888746.512504101,388.300537
1542888746.525615931,388.300537
1542888746.538925886,388.361023
1542888746.552046061,388.240051
1542888746.565327883,388.300537
1542888746.578291893,388.330780
1542888746.591340065,388.300537
1542888746.604496956,388.240051
1542888746.617487907,388.270294
1542888746.630425930,388.270294
1542888746.643660069,388.209808
1542888746.656639099,388.330780
1542888746.669872046,388.330780
1542888746.683056116,388.300537
1542888746.696067095,388.361023
1542888746.709041119,388.270294
1542888746.722445011,388.330780
1542888746.736037016,388.361023
1542888746.749089003,388.240051
1542888746.762021065,388.330780
1542888746.774985075,388.270294
1542888746.787938118,388.361023
1542888746.800853014,388.240051
1542888746.813884974,388.300537
1542888746.826896906,388.270294
1542888746.839890957,388.270294
1542888746.852777004,388.300537
1542888746.865819931,388.330780
CurrentFrame TimeStamp: 1542888746.871265411
1542888746.878695011,388.330780
1542888746.891618967,388.300537
1542888746.904643059,388.270294
1542888746.917778969,388.330780
1542888746.930955887,388.330780
1542888746.944024086,388.361023
1542888746.957416058,388.300537
1542888746.970453024,388.361023
1542888746.984915018,388.240051
1542888746.998029947,388.300537
1542888747.011121035,388.270294
1542888747.024215937,388.240051
1542888747.037574053,388.391266
1542888747.050646067,388.240051
1542888747.064256907,388.240051
1542888747.077316999,388.361023
1542888747.090254068,388.270294
1542888747.103066921,388.330780
1542888747.116224051,388.270294
1542888747.129126072,388.361023
1542888747.142118931,388.361023
1542888747.155299902,388.330780
1542888747.168353081,388.209808
1542888747.181387901,388.300537
1542888747.194231033,388.300537
1542888747.207144022,388.361023
1542888747.220334053,388.209808
1542888747.235244036,388.240051
1542888747.248455048,388.240051
1542888747.261487961,388.361023
1542888747.274652004,388.330780
1542888747.287611008,388.240051
1542888747.300498962,388.270294
1542888747.313656092,388.361023
1542888747.326642036,388.330780
1542888747.339704037,388.270294
1542888747.352941990,388.391266
1542888747.365866899,388.361023
1542888747.378757000,388.240051
1542888747.391948938,388.179565
1542888747.404998064,388.270294
1542888747.417875051,388.361023
1542888747.430941105,388.270294
1542888747.443901062,388.421509
1542888747.456918955,388.300537
1542888747.470088005,388.240051
1542888747.483144045,388.330780
1542888747.497176886,388.240051
1542888747.510373116,388.240051
1542888747.523652077,388.330780
1542888747.536725998,388.270294
1542888747.549814939,388.240051
1542888747.562808990,388.240051
1542888747.575959921,388.330780
1542888747.589024067,388.300537
1542888747.602264881,388.209808
1542888747.615437031,388.300537
1542888747.628516912,388.270294
1542888747.641978025,388.240051
1542888747.655095100,388.361023
1542888747.668150902,388.240051
1542888747.681179047,388.240051
1542888747.694070101,388.240051
1542888747.707093954,388.240051
1542888747.719980955,388.240051
1542888747.733385086,388.330780
1542888747.746383905,388.179565
1542888747.759397984,388.240051
1542888747.772346973,388.240051
1542888747.785156012,388.330780
1542888747.798094988,388.270294
1542888747.810990095,388.270294
1542888747.823868036,388.209808
1542888747.836941004,388.300537
1542888747.850275993,388.361023
1542888747.863466978,388.330780
1542888747.876458883,388.209808
1542888747.889538050,388.240051
1542888747.902543068,388.330780
1542888747.915688038,388.240051
